subscription_id,customer_id,plan_id,subscription_start_date,subscription_end_date,subscription_status,auto_renew,cancellation_date,cancellation_reason,monthly_price
SUB0007896,CUST007120,PLAN02,2025-01-03,,Active,True,,,15.49
SUB0007897,CUST007121,PLAN01,2026-04-20,,Active,True,,,6.99
SUB0007898,CUST007122,PLAN03,2021-10-19,,Active,True,,,22.99
SUB0007899,CUST007123,PLAN03,2024-10-17,,Active,False,,,22.99
SUB0007900,CUST007124,PLAN01,2024-07-28,2025-06-23,Plan Changed,True,,,15.49
SUB0007901,CUST007124,PLAN02,2025-06-23,,Cancelled,True,2026-02-20,Moving / relocation,15.49
SUB0007902,CUST007125,PLAN01,2021-08-14,,Active,True,,,6.99
SUB0007903,CUST007126,PLAN03,2024-03-27,,Cancelled,True,2025-12-18,Found alternative platform,22.99
SUB0007904,CUST007127,PLAN01,2019-03-20,,Active,True,,,6.99
SUB0007905,CUST007128,PLAN01,2023-09-12,,Active,False,,,6.99
SUB0007906,CUST007129,PLAN03,2020-06-02,,Active,True,,,22.99
SUB0007907,CUST007130,PLAN02,2025-04-20,,Active,True,,,15.49
SUB0007908,CUST007131,PLAN01,2020-01-29,,Cancelled,False,2026-06-19,Too expensive,6.99
SUB0007909,CUST007132,PLAN01,2026-02-13,,Active,True,,,6.99
SUB0007910,CUST007133,PLAN02,2024-08-04,,Cancelled,False,2026-01-14,Too expensive,15.49
SUB0007911,CUST007134,PLAN03,2019-06-02,,Active,True,,,22.99
SUB0007912,CUST007135,PLAN01,2024-10-11,,Active,True,,,6.99
SUB0007913,CUST007136,PLAN03,2020-06-03,,Cancelled,False,2026-02-22,Too expensive,22.99
SUB0007914,CUST007137,PLAN02,2022-12-18,,Cancelled,True,2026-01-18,Found alternative platform,15.49
SUB0007915,CUST007138,PLAN01,2020-10-15,,Active,True,,,6.99
SUB0007916,CUST007139,PLAN02,2022-07-11,,Active,True,,,15.49
SUB0007917,CUST007140,PLAN02,2021-06-22,,Active,True,,,15.49
SUB0007918,CUST007141,PLAN01,2023-09-09,,Active,True,,,6.99
SUB0007919,CUST007142,PLAN01,2019-01-17,,Active,True,,,6.99
SUB0007920,CUST007143,PLAN01,2020-08-11,,Active,True,,,6.99
SUB0007921,CUST007144,PLAN03,2026-02-14,,Active,True,,,22.99
SUB0007922,CUST007145,PLAN02,2025-09-11,2026-05-26,Plan Changed,False,,,6.99
SUB0007923,CUST007145,PLAN01,2026-05-26,,Active,False,,,6.99
SUB0007924,CUST007146,PLAN02,2026-05-20,,Active,True,,,15.49
SUB0007925,CUST007147,PLAN01,2022-03-18,,Active,True,,,6.99
SUB0007926,CUST007148,PLAN02,2019-12-26,,Cancelled,True,2026-06-04,Poor customer service experience,15.49
SUB0007927,CUST007149,PLAN02,2024-10-29,,Cancelled,True,2026-05-13,Payment issues,15.49
SUB0007928,CUST007150,PLAN02,2022-03-09,,Active,True,,,15.49
SUB0007929,CUST007151,PLAN02,2021-09-20,,Active,True,,,15.49
SUB0007930,CUST007152,PLAN02,2024-07-30,,Active,False,,,15.49
SUB0007931,CUST007153,PLAN02,2020-02-16,,Cancelled,True,2026-01-10,Found alternative platform,15.49
SUB0007932,CUST007154,PLAN02,2024-10-20,,Active,True,,,15.49
SUB0007933,CUST007155,PLAN03,2019-09-28,,Active,False,,,22.99
SUB0007934,CUST007156,PLAN01,2019-08-17,,Active,True,,,6.99
SUB0007935,CUST007157,PLAN02,2024-05-23,,Cancelled,False,2026-04-04,Content quality decline,15.49
SUB0007936,CUST007158,PLAN01,2021-11-09,,Active,True,,,6.99
SUB0007937,CUST007159,PLAN02,2023-03-04,,Cancelled,True,2026-05-09,Household budget cuts,15.49
SUB0007938,CUST007160,PLAN03,2023-11-16,,Cancelled,False,2026-02-08,Moving / relocation,22.99
SUB0007939,CUST007161,PLAN01,2020-11-03,,Active,True,,,6.99
SUB0007940,CUST007162,PLAN03,2023-06-02,2023-09-13,Plan Changed,True,,,15.49
SUB0007941,CUST007162,PLAN02,2023-09-13,,Active,True,,,15.49
SUB0007942,CUST007163,PLAN01,2023-05-25,,Active,True,,,6.99
SUB0007943,CUST007164,PLAN02,2024-03-19,,Active,True,,,15.49
SUB0007944,CUST007165,PLAN01,2021-12-11,,Active,True,,,6.99
SUB0007945,CUST007166,PLAN01,2019-12-17,,Active,True,,,6.99
SUB0007946,CUST007167,PLAN02,2023-08-20,,Active,True,,,15.49
SUB0007947,CUST007168,PLAN02,2023-10-16,,Cancelled,True,2026-05-29,Too expensive,15.49
SUB0007948,CUST007169,PLAN02,2023-01-28,,Active,True,,,15.49
SUB0007949,CUST007170,PLAN01,2020-12-02,,Cancelled,True,2026-06-25,Not enough content,6.99
SUB0007950,CUST007171,PLAN03,2025-10-21,,Active,False,,,22.99
SUB0007951,CUST007172,PLAN03,2020-11-14,,Active,True,,,22.99
SUB0007952,CUST007173,PLAN01,2020-02-02,,Active,True,,,6.99
SUB0007953,CUST007174,PLAN02,2022-11-06,,Active,False,,,15.49
SUB0007954,CUST007175,PLAN03,2020-12-17,2025-07-27,Plan Changed,False,,,22.99
SUB0007955,CUST007175,PLAN03,2025-07-27,,Active,False,,,22.99
SUB0007956,CUST007176,PLAN02,2021-10-06,2024-12-27,Plan Changed,True,,,15.49
SUB0007957,CUST007176,PLAN02,2024-12-27,,Cancelled,True,2025-12-21,Found alternative platform,15.49
SUB0007958,CUST007177,PLAN03,2023-09-04,,Active,True,,,22.99
SUB0007959,CUST007178,PLAN02,2019-03-16,,Active,True,,,15.49
SUB0007960,CUST007179,PLAN01,2024-02-24,,Active,True,,,6.99
SUB0007961,CUST007180,PLAN02,2026-05-19,,Active,True,,,15.49
SUB0007962,CUST007181,PLAN02,2025-04-03,,Active,True,,,15.49
SUB0007963,CUST007182,PLAN01,2022-07-19,,Active,True,,,6.99
SUB0007964,CUST007183,PLAN03,2024-09-23,,Active,True,,,22.99
SUB0007965,CUST007184,PLAN02,2023-01-03,,Active,False,,,15.49
SUB0007966,CUST007185,PLAN01,2024-08-21,,Active,True,,,6.99
SUB0007967,CUST007186,PLAN01,2019-08-13,,Cancelled,True,2026-06-03,Not enough content,6.99
SUB0007968,CUST007187,PLAN02,2020-11-30,,Active,True,,,15.49
SUB0007969,CUST007188,PLAN02,2024-07-18,,Cancelled,True,2026-04-24,Not enough content,15.49
SUB0007970,CUST007189,PLAN03,2020-09-07,,Active,True,,,22.99
SUB0007971,CUST007190,PLAN01,2026-01-29,,Cancelled,True,2026-06-20,Not enough content,6.99
SUB0007972,CUST007191,PLAN02,2022-06-09,,Active,False,,,15.49
SUB0007973,CUST007192,PLAN01,2022-10-21,,Active,True,,,6.99
SUB0007974,CUST007193,PLAN02,2023-11-10,,Active,True,,,15.49
SUB0007975,CUST007194,PLAN02,2021-05-30,,Active,True,,,15.49
SUB0007976,CUST007195,PLAN01,2025-11-30,,Active,True,,,6.99
SUB0007977,CUST007196,PLAN01,2021-01-05,,Cancelled,True,2026-06-24,Found alternative platform,6.99
SUB0007978,CUST007197,PLAN03,2020-07-22,2024-11-20,Plan Changed,True,,,22.99
SUB0007979,CUST007197,PLAN03,2024-11-20,,Active,True,,,22.99
SUB0007980,CUST007198,PLAN02,2021-02-28,,Active,True,,,15.49
SUB0007981,CUST007199,PLAN03,2024-06-21,,Active,False,,,22.99
SUB0007982,CUST007200,PLAN03,2019-02-20,2022-05-30,Plan Changed,True,,,22.99
SUB0007983,CUST007200,PLAN03,2022-05-30,,Cancelled,True,2026-05-19,Payment issues,22.99
SUB0007984,CUST007201,PLAN02,2022-08-19,,Active,True,,,15.49
SUB0007985,CUST007202,PLAN01,2023-12-08,,Cancelled,True,2026-05-08,No longer needed,6.99
SUB0007986,CUST007203,PLAN01,2025-02-20,,Cancelled,True,2026-05-25,Content quality decline,6.99
SUB0007987,CUST007204,PLAN03,2024-07-23,,Active,True,,,22.99
SUB0007988,CUST007205,PLAN03,2025-08-31,,Cancelled,False,2026-06-18,Found alternative platform,22.99
SUB0007989,CUST007206,PLAN02,2026-04-19,,Active,True,,,15.49
SUB0007990,CUST007207,PLAN03,2020-08-26,,Active,True,,,22.99
SUB0007991,CUST007208,PLAN01,2022-07-04,,Cancelled,True,2026-06-18,Household budget cuts,6.99
SUB0007992,CUST007209,PLAN02,2025-10-06,,Active,False,,,15.49
SUB0007993,CUST007210,PLAN01,2022-10-04,,Active,True,,,6.99
SUB0007994,CUST007211,PLAN01,2023-11-08,2024-02-10,Plan Changed,False,,,15.49
SUB0007995,CUST007211,PLAN02,2024-02-10,,Active,False,,,15.49
SUB0007996,CUST007212,PLAN02,2019-09-10,,Active,True,,,15.49
SUB0007997,CUST007213,PLAN02,2023-12-02,,Active,True,,,15.49
SUB0007998,CUST007214,PLAN03,2026-02-03,,Cancelled,True,2026-06-13,Found alternative platform,22.99
SUB0007999,CUST007215,PLAN01,2023-06-21,,Active,True,,,6.99
SUB0008000,CUST007216,PLAN02,2020-09-19,2026-05-17,Plan Changed,False,,,6.99
SUB0008001,CUST007216,PLAN01,2026-05-17,,Active,False,,,6.99
SUB0008002,CUST007217,PLAN01,2023-06-19,,Active,True,,,6.99
SUB0008003,CUST007218,PLAN02,2021-02-18,,Active,True,,,15.49
SUB0008004,CUST007219,PLAN02,2024-04-21,,Active,True,,,15.49
SUB0008005,CUST007220,PLAN01,2021-11-19,,Cancelled,True,2026-05-15,Moving / relocation,6.99
SUB0008006,CUST007221,PLAN02,2025-01-18,,Cancelled,True,2026-04-05,Password sharing crackdown,15.49
SUB0008007,CUST007222,PLAN02,2022-07-30,,Active,True,,,15.49
SUB0008008,CUST007223,PLAN03,2022-06-26,,Active,False,,,22.99
SUB0008009,CUST007224,PLAN01,2023-10-13,,Cancelled,False,2026-05-19,Password sharing crackdown,6.99
SUB0008010,CUST007225,PLAN02,2023-08-22,,Active,True,,,15.49
SUB0008011,CUST007226,PLAN01,2025-05-22,,Cancelled,True,2026-02-10,Technical issues,6.99
SUB0008012,CUST007227,PLAN01,2024-06-26,,Active,True,,,6.99
SUB0008013,CUST007228,PLAN03,2025-09-06,,Active,True,,,22.99
SUB0008014,CUST007229,PLAN03,2026-05-18,,Active,False,,,22.99
SUB0008015,CUST007230,PLAN02,2023-03-22,,Active,True,,,15.49
SUB0008016,CUST007231,PLAN01,2025-02-27,,Active,True,,,6.99
SUB0008017,CUST007232,PLAN02,2024-12-28,,Active,True,,,15.49
SUB0008018,CUST007233,PLAN02,2020-04-04,,Active,False,,,15.49
SUB0008019,CUST007234,PLAN01,2022-07-08,,Active,True,,,6.99
SUB0008020,CUST007235,PLAN02,2022-04-24,,Active,True,,,15.49
SUB0008021,CUST007236,PLAN01,2020-02-29,,Cancelled,True,2026-04-08,No longer needed,6.99
SUB0008022,CUST007237,PLAN01,2020-07-01,,Active,True,,,6.99
SUB0008023,CUST007238,PLAN02,2020-05-08,,Active,True,,,15.49
SUB0008024,CUST007239,PLAN03,2020-10-10,2025-05-02,Plan Changed,True,,,6.99
SUB0008025,CUST007239,PLAN01,2025-05-02,,Active,True,,,6.99
SUB0008026,CUST007240,PLAN01,2024-05-10,,Cancelled,True,2026-06-04,Too expensive,6.99
SUB0008027,CUST007241,PLAN01,2021-06-10,,Active,True,,,6.99
SUB0008028,CUST007242,PLAN01,2022-11-15,,Cancelled,True,2026-01-22,Content quality decline,6.99
SUB0008029,CUST007243,PLAN01,2021-06-20,,Cancelled,True,2026-05-07,Too expensive,6.99
SUB0008030,CUST007244,PLAN02,2026-04-27,,Active,True,,,15.49
SUB0008031,CUST007245,PLAN02,2019-08-27,,Cancelled,True,2026-05-13,Found alternative platform,15.49
SUB0008032,CUST007246,PLAN02,2019-12-14,,Active,True,,,15.49
SUB0008033,CUST007247,PLAN01,2026-02-09,,Active,True,,,6.99
SUB0008034,CUST007248,PLAN02,2024-08-06,,Cancelled,False,2026-01-03,Found alternative platform,15.49
SUB0008035,CUST007249,PLAN01,2024-12-22,,Active,True,,,6.99
SUB0008036,CUST007250,PLAN02,2020-08-20,,Active,True,,,15.49
SUB0008037,CUST007251,PLAN01,2023-06-08,,Cancelled,True,2026-01-12,Not enough content,6.99
SUB0008038,CUST007252,PLAN01,2020-09-18,,Active,True,,,6.99
SUB0008039,CUST007253,PLAN03,2022-03-26,,Cancelled,True,2026-06-24,Payment issues,22.99
SUB0008040,CUST007254,PLAN03,2021-01-09,2026-04-03,Plan Changed,False,,,6.99
SUB0008041,CUST007254,PLAN01,2026-04-03,,Active,False,,,6.99
SUB0008042,CUST007255,PLAN02,2021-12-19,,Active,True,,,15.49
SUB0008043,CUST007256,PLAN03,2021-11-28,,Active,True,,,22.99
SUB0008044,CUST007257,PLAN01,2023-05-03,,Active,True,,,6.99
SUB0008045,CUST007258,PLAN02,2023-12-02,,Active,True,,,15.49
SUB0008046,CUST007259,PLAN02,2024-11-18,,Active,True,,,15.49
SUB0008047,CUST007260,PLAN03,2019-06-11,,Active,True,,,22.99
SUB0008048,CUST007261,PLAN03,2019-04-16,,Active,True,,,22.99
SUB0008049,CUST007262,PLAN03,2019-05-02,,Active,True,,,22.99
SUB0008050,CUST007263,PLAN02,2026-02-09,,Active,True,,,15.49
SUB0008051,CUST007264,PLAN02,2024-09-30,,Active,True,,,15.49
SUB0008052,CUST007265,PLAN01,2021-01-16,,Active,True,,,6.99
SUB0008053,CUST007266,PLAN02,2025-04-30,,Active,True,,,15.49
SUB0008054,CUST007267,PLAN02,2023-06-25,,Active,True,,,15.49
SUB0008055,CUST007268,PLAN03,2020-11-01,,Active,True,,,22.99
SUB0008056,CUST007269,PLAN02,2024-06-05,2025-07-15,Plan Changed,True,,,6.99
SUB0008057,CUST007269,PLAN01,2025-07-15,,Cancelled,True,2026-06-17,Poor customer service experience,6.99
SUB0008058,CUST007270,PLAN03,2024-03-08,,Active,True,,,22.99
SUB0008059,CUST007271,PLAN03,2022-02-21,,Cancelled,True,2025-11-12,No longer needed,22.99
SUB0008060,CUST007272,PLAN02,2026-04-07,,Active,True,,,15.49
SUB0008061,CUST007273,PLAN01,2021-04-29,,Cancelled,True,2025-11-13,Password sharing crackdown,6.99
SUB0008062,CUST007274,PLAN03,2025-03-31,,Active,True,,,22.99
SUB0008063,CUST007275,PLAN01,2024-06-20,,Cancelled,False,2025-11-30,Technical issues,6.99
SUB0008064,CUST007276,PLAN01,2021-01-27,,Active,True,,,6.99
SUB0008065,CUST007277,PLAN02,2022-09-30,,Active,True,,,15.49
SUB0008066,CUST007278,PLAN01,2022-12-29,,Active,True,,,6.99
SUB0008067,CUST007279,PLAN01,2019-06-03,,Active,True,,,6.99
SUB0008068,CUST007280,PLAN01,2022-01-11,,Active,True,,,6.99
SUB0008069,CUST007281,PLAN03,2025-02-12,,Active,True,,,22.99
SUB0008070,CUST007282,PLAN02,2023-09-02,,Active,True,,,15.49
SUB0008071,CUST007283,PLAN01,2021-12-14,,Cancelled,True,2026-01-23,Too expensive,6.99
SUB0008072,CUST007284,PLAN01,2024-02-11,,Active,True,,,6.99
SUB0008073,CUST007285,PLAN03,2019-08-21,,Active,True,,,22.99
SUB0008074,CUST007286,PLAN02,2022-09-18,,Active,True,,,15.49
SUB0008075,CUST007287,PLAN01,2020-06-20,,Active,True,,,6.99
SUB0008076,CUST007288,PLAN03,2021-11-04,,Active,True,,,22.99
SUB0008077,CUST007289,PLAN03,2021-07-11,,Active,True,,,22.99
SUB0008078,CUST007290,PLAN01,2020-01-23,,Active,True,,,6.99
SUB0008079,CUST007291,PLAN01,2021-06-28,,Active,True,,,6.99
SUB0008080,CUST007292,PLAN03,2019-12-13,2023-11-07,Plan Changed,True,,,22.99
SUB0008081,CUST007292,PLAN03,2023-11-07,,Active,True,,,22.99
SUB0008082,CUST007293,PLAN03,2023-02-27,,Cancelled,True,2025-11-20,Moving / relocation,22.99
SUB0008083,CUST007294,PLAN03,2025-05-04,,Active,True,,,22.99
SUB0008084,CUST007295,PLAN03,2023-08-08,,Active,True,,,22.99
SUB0008085,CUST007296,PLAN01,2021-09-02,,Active,True,,,6.99
SUB0008086,CUST007297,PLAN01,2024-08-05,2024-12-09,Plan Changed,True,,,6.99
SUB0008087,CUST007297,PLAN01,2024-12-09,,Active,True,,,6.99
SUB0008088,CUST007298,PLAN02,2022-12-11,,Active,True,,,15.49
SUB0008089,CUST007299,PLAN01,2021-12-23,,Active,True,,,6.99
SUB0008090,CUST007300,PLAN01,2021-06-09,,Active,True,,,6.99
SUB0008091,CUST007301,PLAN03,2019-03-11,,Active,True,,,22.99
SUB0008092,CUST007302,PLAN01,2023-02-17,,Active,True,,,6.99
SUB0008093,CUST007303,PLAN03,2019-03-04,,Active,True,,,22.99
SUB0008094,CUST007304,PLAN03,2021-11-27,,Active,True,,,22.99
SUB0008095,CUST007305,PLAN01,2023-10-03,,Active,True,,,6.99
SUB0008096,CUST007306,PLAN02,2023-09-16,,Cancelled,True,2026-01-13,Found alternative platform,15.49
SUB0008097,CUST007307,PLAN02,2024-07-07,,Cancelled,True,2026-06-04,No longer needed,15.49
SUB0008098,CUST007308,PLAN01,2022-06-15,,Cancelled,True,2026-01-31,Too expensive,6.99
SUB0008099,CUST007309,PLAN01,2019-06-15,,Cancelled,False,2026-03-20,Moving / relocation,6.99
SUB0008100,CUST007310,PLAN01,2021-06-18,,Cancelled,True,2025-10-04,Not enough content,6.99
SUB0008101,CUST007311,PLAN01,2025-01-12,,Active,False,,,6.99
SUB0008102,CUST007312,PLAN03,2026-02-05,,Active,True,,,22.99
SUB0008103,CUST007313,PLAN03,2023-11-24,,Active,True,,,22.99
SUB0008104,CUST007314,PLAN01,2022-10-02,2024-06-08,Plan Changed,True,,,6.99
SUB0008105,CUST007314,PLAN01,2024-06-08,,Cancelled,True,2026-03-27,Not enough content,6.99
SUB0008106,CUST007315,PLAN01,2024-12-07,,Active,True,,,6.99
SUB0008107,CUST007316,PLAN03,2025-02-19,2026-04-23,Plan Changed,True,,,22.99
SUB0008108,CUST007316,PLAN03,2026-04-23,,Cancelled,True,,Technical issues,22.99
SUB0008109,CUST007317,PLAN01,2020-06-20,,Active,True,,,6.99
SUB0008110,CUST007318,PLAN01,2023-06-16,,Cancelled,True,2025-12-27,Password sharing crackdown,6.99
SUB0008111,CUST007319,PLAN01,2021-09-09,2022-03-20,Plan Changed,True,,,15.49
SUB0008112,CUST007319,PLAN02,2022-03-20,,Active,True,,,15.49
SUB0008113,CUST007320,PLAN02,2021-11-10,,Cancelled,True,2026-04-21,Not enough content,15.49
SUB0008114,CUST007321,PLAN01,2020-05-03,,Active,True,,,6.99
SUB0008115,CUST007322,PLAN02,2025-11-01,2026-01-16,Plan Changed,True,,,6.99
SUB0008116,CUST007322,PLAN01,2026-01-16,,Cancelled,True,2026-03-04,Household budget cuts,6.99
SUB0008117,CUST007323,PLAN02,2021-07-09,,Cancelled,True,2026-05-16,Technical issues,15.49
SUB0008118,CUST007324,PLAN01,2026-02-18,,Active,True,,,6.99
SUB0008119,CUST007325,PLAN02,2022-08-17,,Active,True,,,15.49
SUB0008120,CUST007326,PLAN03,2025-09-17,2026-04-29,Plan Changed,True,,,22.99
SUB0008121,CUST007326,PLAN03,2026-04-29,,Active,True,,,22.99
SUB0008122,CUST007327,PLAN01,2025-08-14,,Active,True,,,6.99
SUB0008123,CUST007328,PLAN01,2026-02-23,,Active,True,,,6.99
SUB0008124,CUST007329,PLAN03,2021-09-04,,Active,True,,,22.99
SUB0008125,CUST007330,PLAN01,2022-02-10,,Active,True,,,6.99
SUB0008126,CUST007331,PLAN01,2022-06-03,,Active,True,,,6.99
SUB0008127,CUST007332,PLAN02,2023-08-15,,Active,True,,,15.49
SUB0008128,CUST007333,PLAN02,2024-02-10,,Active,True,,,15.49
SUB0008129,CUST007334,PLAN01,2020-11-30,,Active,False,,,6.99
SUB0008130,CUST007335,PLAN03,2020-01-27,,Active,True,,,22.99
SUB0008131,CUST007336,PLAN02,2022-12-15,,Active,True,,,15.49
SUB0008132,CUST007337,PLAN03,2019-11-27,2020-05-11,Plan Changed,True,,,15.49
SUB0008133,CUST007337,PLAN02,2020-05-11,,Active,True,,,15.49
SUB0008134,CUST007338,PLAN02,2023-03-25,,Active,True,,,15.49
SUB0008135,CUST007339,PLAN01,2019-07-05,,Active,True,,,6.99
SUB0008136,CUST007340,PLAN02,2023-07-26,,Active,True,,,15.49
SUB0008137,CUST007341,PLAN01,2021-02-11,,Cancelled,True,2026-06-03,Found alternative platform,6.99
SUB0008138,CUST007342,PLAN02,2022-04-17,,Active,True,,,15.49
SUB0008139,CUST007343,PLAN01,2023-11-14,,Active,True,,,6.99
SUB0008140,CUST007344,PLAN02,2025-03-11,2025-10-14,Plan Changed,True,,,15.49
SUB0008141,CUST007344,PLAN02,2025-10-14,,Cancelled,True,2026-04-19,Not enough content,15.49
SUB0008142,CUST007345,PLAN03,2019-07-03,,Active,False,,,22.99
SUB0008143,CUST007346,PLAN02,2019-11-18,2020-01-31,Plan Changed,False,,,6.99
SUB0008144,CUST007346,PLAN01,2020-01-31,,Active,False,,,6.99
SUB0008145,CUST007347,PLAN01,2022-01-23,,Active,True,,,6.99
SUB0008146,CUST007348,PLAN03,2020-03-11,,Active,True,,,22.99
SUB0008147,CUST007349,PLAN02,2021-02-01,,Active,True,,,15.49
SUB0008148,CUST007350,PLAN02,2022-04-12,,Active,True,,,15.49
SUB0008149,CUST007351,PLAN03,2019-05-13,2020-07-12,Plan Changed,False,,,6.99
SUB0008150,CUST007351,PLAN01,2020-07-12,,Active,False,,,6.99
SUB0008151,CUST007352,PLAN03,2021-10-04,,Active,True,,,22.99
SUB0008152,CUST007353,PLAN01,2019-12-16,,Active,True,,,6.99
SUB0008153,CUST007354,PLAN02,2019-10-17,,Active,True,,,15.49
SUB0008154,CUST007355,PLAN03,2021-04-13,,Active,True,,,22.99
SUB0008155,CUST007356,PLAN02,2023-02-18,2025-11-28,Plan Changed,True,,,6.99
SUB0008156,CUST007356,PLAN01,2025-11-28,,Active,True,,,6.99
SUB0008157,CUST007357,PLAN01,2025-11-25,,Active,False,,,6.99
SUB0008158,CUST007358,PLAN03,2024-04-13,,Cancelled,True,2026-01-31,Payment issues,22.99
SUB0008159,CUST007359,PLAN01,2024-01-27,,Active,True,,,6.99
SUB0008160,CUST007360,PLAN03,2021-11-13,2022-08-27,Plan Changed,True,,,15.49
SUB0008161,CUST007360,PLAN02,2022-08-27,,Active,True,,,15.49
SUB0008162,CUST007361,PLAN01,2021-05-28,,Cancelled,True,2026-01-30,Household budget cuts,6.99
SUB0008163,CUST007362,PLAN01,2019-11-13,,Cancelled,True,2026-02-20,Content quality decline,6.99
SUB0008164,CUST007363,PLAN01,2020-06-08,,Active,True,,,6.99
SUB0008165,CUST007364,PLAN02,2024-04-29,,Active,True,,,15.49
SUB0008166,CUST007365,PLAN01,2022-10-31,,Active,True,,,6.99
SUB0008167,CUST007366,PLAN01,2024-10-04,,Active,True,,,6.99
SUB0008168,CUST007367,PLAN03,2019-11-04,,Active,True,,,22.99
SUB0008169,CUST007368,PLAN02,2022-05-09,,Active,True,,,15.49
SUB0008170,CUST007369,PLAN03,2023-11-20,,Active,False,,,22.99
SUB0008171,CUST007370,PLAN02,2020-04-28,,Active,True,,,15.49
SUB0008172,CUST007371,PLAN01,2021-05-16,,Active,True,,,6.99
SUB0008173,CUST007372,PLAN01,2024-12-05,,Active,True,,,6.99
SUB0008174,CUST007373,PLAN02,2024-11-13,,Active,True,,,15.49
SUB0008175,CUST007374,PLAN03,2024-11-29,,Active,True,,,22.99
SUB0008176,CUST007375,PLAN02,2024-09-11,2026-01-20,Plan Changed,True,,,22.99
SUB0008177,CUST007375,PLAN03,2026-01-20,,Active,True,,,22.99
SUB0008178,CUST007376,PLAN02,2019-11-18,,Active,False,,,15.49
SUB0008179,CUST007377,PLAN01,2021-01-20,,Active,True,,,6.99
SUB0008180,CUST007378,PLAN02,2024-01-28,,Active,True,,,15.49
SUB0008181,CUST007379,PLAN03,2025-12-05,,Cancelled,True,2026-06-10,Content quality decline,22.99
SUB0008182,CUST007380,PLAN01,2025-04-07,2026-03-12,Plan Changed,True,,,6.99
SUB0008183,CUST007380,PLAN01,2026-03-12,,Cancelled,True,,Content quality decline,6.99
SUB0008184,CUST007381,PLAN03,2019-01-15,,Cancelled,True,2026-01-21,Not enough content,22.99
SUB0008185,CUST007382,PLAN03,2021-07-31,,Cancelled,True,2025-12-19,Found alternative platform,22.99
SUB0008186,CUST007383,PLAN01,2022-05-28,,Active,True,,,6.99
SUB0008187,CUST007384,PLAN01,2025-06-26,,Active,True,,,6.99
SUB0008188,CUST007385,PLAN01,2024-08-31,,Active,True,,,6.99
SUB0008189,CUST007386,PLAN01,2025-07-23,,Active,False,,,6.99
SUB0008190,CUST007387,PLAN03,2021-01-31,,Active,True,,,22.99
SUB0008191,CUST007388,PLAN02,2024-11-07,,Active,True,,,15.49
SUB0008192,CUST007389,PLAN02,2026-05-05,,Active,True,,,15.49
SUB0008193,CUST007390,PLAN03,2022-02-18,2022-11-15,Plan Changed,True,,,15.49
SUB0008194,CUST007390,PLAN02,2022-11-15,,Active,True,,,15.49
SUB0008195,CUST007391,PLAN01,2019-09-07,,Cancelled,True,2025-11-04,Found alternative platform,6.99
SUB0008196,CUST007392,PLAN01,2021-09-17,,Active,False,,,6.99
SUB0008197,CUST007393,PLAN03,2022-02-16,,Active,True,,,22.99
SUB0008198,CUST007394,PLAN01,2024-05-10,,Active,True,,,6.99
SUB0008199,CUST007395,PLAN01,2024-05-01,,Active,True,,,6.99
SUB0008200,CUST007396,PLAN02,2024-04-15,,Active,True,,,15.49
SUB0008201,CUST007397,PLAN01,2024-11-23,,Active,True,,,6.99
SUB0008202,CUST007398,PLAN03,2019-12-19,2021-07-30,Plan Changed,True,,,15.49
SUB0008203,CUST007398,PLAN02,2021-07-30,,Active,True,,,15.49
SUB0008204,CUST007399,PLAN03,2019-03-20,,Cancelled,True,2025-11-24,Technical issues,22.99
SUB0008205,CUST007400,PLAN03,2024-12-02,,Active,True,,,22.99
SUB0008206,CUST007401,PLAN03,2023-03-03,,Cancelled,True,2026-03-23,Technical issues,22.99
SUB0008207,CUST007402,PLAN02,2025-04-11,,Active,True,,,15.49
SUB0008208,CUST007403,PLAN01,2023-08-28,,Active,True,,,6.99
SUB0008209,CUST007404,PLAN01,2025-03-08,,Cancelled,False,2026-05-09,No longer needed,6.99
SUB0008210,CUST007405,PLAN01,2022-01-23,,Active,True,,,6.99
SUB0008211,CUST007406,PLAN01,2024-10-30,2025-03-29,Plan Changed,True,,,15.49
SUB0008212,CUST007406,PLAN02,2025-03-29,,Cancelled,True,2025-10-23,Content quality decline,15.49
SUB0008213,CUST007407,PLAN03,2022-04-25,2024-01-31,Plan Changed,True,,,15.49
SUB0008214,CUST007407,PLAN02,2024-01-31,,Cancelled,True,2026-06-17,Moving / relocation,15.49
SUB0008215,CUST007408,PLAN02,2025-06-07,,Active,True,,,15.49
SUB0008216,CUST007409,PLAN01,2020-09-21,,Cancelled,True,2025-11-15,Password sharing crackdown,6.99
SUB0008217,CUST007410,PLAN03,2019-10-29,,Active,True,,,22.99
SUB0008218,CUST007411,PLAN02,2025-04-04,2025-08-19,Plan Changed,True,,,15.49
SUB0008219,CUST007411,PLAN02,2025-08-19,,Active,True,,,15.49
SUB0008220,CUST007412,PLAN03,2020-06-25,,Active,True,,,22.99
SUB0008221,CUST007413,PLAN03,2019-10-29,,Active,True,,,22.99
SUB0008222,CUST007414,PLAN02,2023-09-13,,Active,True,,,15.49
SUB0008223,CUST007415,PLAN02,2023-07-07,,Active,False,,,15.49
SUB0008224,CUST007416,PLAN02,2022-11-19,,Active,True,,,15.49
SUB0008225,CUST007417,PLAN01,2019-09-06,,Active,True,,,6.99
